Date,Open,High,Low,Close,Adj Close,Volume
2020-11-09,120.500000,121.989998,114.129997,119.260002,117.040962,589577900
2020-11-16,118.919998,120.989998,116.809998,117.339996,115.156677,389493400
2020-11-23,117.180000,117.620003,112.589996,116.589996,114.420631,365024000
2020-11-30,116.970001,123.779999,116.809998,122.250000,119.975342,543370600
2020-12-07,122.309998,125.949997,120.150002,122.410004,120.132347,452278700
2020-12-14,122.599998,129.580002,121.540001,126.660004,124.303261,621538100
2020-12-21,125.019997,134.410004,123.449997,131.970001,129.514465,433310200
2020-12-28,133.990005,138.789993,131.720001,132.690002,130.221085,441102200
2021-01-04,133.520004,133.610001,126.379997,132.050003,129.593002,610791200
2021-01-11,129.190002,131.449997,126.860001,127.139999,124.774338,482792700
2021-01-18,127.779999,139.850006,126.940002,139.070007,136.482376,429687100
2021-01-25,143.070007,145.089996,130.210007,131.960007,129.504639,716991000
2021-02-01,133.750000,137.419998,130.929993,136.759995,134.215378,439303000
2021-02-08,136.029999,137.880005,133.690002,135.369995,133.049698,345543100
2021-02-15,135.490005,136.009995,127.410004,129.869995,127.643967,363020300
2021-02-22,128.009995,129.720001,118.389999,121.260002,119.181580,685989200
2021-03-01,123.750000,128.720001,117.570000,121.419998,119.338821,663456700
2021-03-08,120.930000,123.209999,116.209999,121.029999,118.955505,586977300
2021-03-15,121.410004,127.220001,119.680000,119.989998,117.933334,626343500
2021-03-22,120.330002,124.239998,118.919998,121.209999,119.132439,488825800
2021-03-29,121.650002,124.180000,118.860001,123.000000,120.891747,359904000
2021-04-05,123.870003,133.039993,123.070000,133.000000,130.720352,447820500
2021-04-12,132.520004,135.000000,130.630005,134.160004,131.860458,444178800
2021-04-19,133.509995,135.529999,131.300003,134.320007,132.017715,421147600
2021-04-26,134.830002,137.070007,131.070007,131.460007,129.206772,501621500
2021-05-03,132.039993,134.070007,126.699997,130.210007,127.978180,453802300
2021-05-10,129.410004,129.539993,122.250000,127.449997,125.478241,514165600
2021-05-17,126.820000,128.000000,122.860001,125.430000,123.489510,386352000
2021-05-24,126.010002,128.320007,124.550003,124.610001,122.682190,357615000
2021-05-31,125.080002,126.160004,123.129997,125.889999,123.942390,278314500
2021-06-07,126.169998,128.460007,124.830002,127.349998,125.379791,327048100
2021-06-14,127.820000,132.550003,127.070000,130.460007,128.441650,457142800
2021-06-21,130.300003,134.639999,129.210007,133.110001,131.050690,354155800
2021-06-28,133.410004,140.000000,133.350006,139.960007,137.794693,321267200
2021-07-05,140.070007,145.649994,140.070007,145.110001,142.865036,418559700
2021-07-12,146.210007,150.000000,143.630005,146.389999,144.125244,504249300
2021-07-19,143.750000,148.720001,141.669998,148.559998,146.261658,441563700
2021-07-26,148.270004,149.830002,142.539993,145.860001,143.603439,423324000
2021-08-02,146.360001,148.039993,145.179993,146.139999,143.879120,284559400
2021-08-09,146.199997,149.440002,145.300003,149.100006,147.013245,298082900
2021-08-16,148.539993,151.679993,144.500000,148.190002,146.115982,429361600
2021-08-23,148.309998,150.860001,146.830002,148.600006,146.520233,272129100
2021-08-30,149.000000,154.979996,148.610001,154.300003,152.140457,386647700
2021-09-06,154.970001,157.259995,148.699997,148.970001,146.885086,354897400
2021-09-13,150.630005,151.419998,145.759995,146.059998,144.015793,492884800
2021-09-20,143.800003,147.470001,141.270004,146.919998,144.863739,394033300
2021-09-27,145.470001,145.960007,139.110001,142.649994,140.653503,441421300
2021-10-04,141.759995,144.220001,138.270004,142.899994,140.899994,382910100
2021-10-11,142.270004,144.899994,139.199997,144.839996,142.812866,354098200
2021-10-18,143.449997,150.179993,143.160004,148.690002,146.608978,340691300
2021-10-25,148.679993,153.169998,146.410004,149.800003,147.703445,392740000
2021-11-01,148.990005,152.429993,147.800003,151.279999,149.162750,324080300
2021-11-08,151.410004,151.570007,147.479996,149.990005,148.106644,281799900
2021-11-15,150.369995,161.020004,149.339996,160.550003,158.534027,462419300
2021-11-22,161.679993,165.699997,156.360001,156.809998,154.841003,359933200
2021-11-29,159.369995,170.300003,157.800003,161.839996,159.807831,669611100
2021-12-06,164.289993,179.630005,164.279999,179.449997,177.196701,569227700
2021-12-13,181.119995,182.130005,169.690002,171.139999,168.991043,769299200
2021-12-20,168.279999,176.850006,167.460007,176.279999,174.066498,359176900
2021-12-27,177.089996,181.330002,177.070007,177.570007,175.340332,340248100
2022-01-03,177.830002,182.940002,171.029999,172.169998,170.008118,481949000
2022-01-10,169.080002,177.179993,168.169998,173.070007,170.896835,422655700
2022-01-17,171.509995,172.539993,162.300003,162.410004,160.370667,400041100
2022-01-24,160.020004,170.350006,154.699997,170.330002,168.191238,688258600
2022-01-31,170.160004,176.240005,169.509995,172.389999,170.225357,458553300
2022-02-07,172.860001,176.649994,168.039993,168.639999,166.734604,412902000
2022-02-14,167.369995,173.339996,166.190002,167.300003,165.409729,362252300
2022-02-21,164.979996,166.690002,152.000000,164.850006,162.987411,414293700
2022-02-28,163.059998,168.910004,161.970001,163.169998,161.326401,418671400
2022-03-07,163.360001,165.020004,154.500000,154.729996,152.981766,521334100
2022-03-14,151.449997,164.479996,150.100006,163.979996,162.127258,503123700
2022-03-21,163.509995,175.279999,163.009995,174.720001,172.745911,446083700
2022-03-28,172.169998,179.610001,171.940002,174.309998,172.340530,465395100
2022-04-04,174.570007,178.490005,169.199997,170.089996,168.168228,393099200
2022-04-11,168.710007,171.270004,165.039993,165.289993,163.422455,297460200
2022-04-18,163.919998,171.529999,161.500000,161.789993,159.962006,376787700
2022-04-25,161.119995,166.199997,155.380005,157.649994,155.868774,541697200
2022-05-02,156.710007,166.479996,153.270004,157.279999,155.502945,566928200
2022-05-09,154.929993,156.740005,138.800003,147.110001,145.661560,686227300
2022-05-16,145.550003,149.770004,132.610001,137.589996,136.235306,548244700
2022-05-23,137.789993,149.679993,137.139999,149.639999,148.166641,495921700
2022-05-30,149.070007,151.740005,144.460007,145.380005,143.948593,338923400
2022-06-06,147.029999,149.869995,137.059998,137.130005,135.779831,354267700
2022-06-13,132.869995,137.339996,129.039993,131.559998,130.264679,541168600
2022-06-20,133.419998,141.910004,133.320007,141.660004,140.265228,315960300
2022-06-27,142.699997,143.490005,133.770004,138.929993,137.562103,373549800
2022-07-04,137.770004,147.550003,136.929993,147.039993,145.592239,278219600
2022-07-11,145.669998,150.860001,142.119995,150.169998,148.691422,366316600
2022-07-18,150.740005,156.279999,146.699997,154.089996,152.572815,360988700
2022-07-25,154.009995,163.630005,150.800003,162.509995,160.909927,370548900
2022-08-01,161.009995,167.190002,159.630005,165.350006,163.721985,322415000
2022-08-08,166.369995,172.169998,163.250000,172.100006,170.642212,318771500
2022-08-15,171.520004,176.149994,171.309998,171.520004,170.067139,322647200
2022-08-22,169.690002,171.050003,163.559998,163.619995,162.234055,307194600
2022-08-29,161.149994,162.899994,154.669998,155.809998,154.490204,390399000
2022-09-05,156.470001,157.820007,152.679993,157.369995,156.036987,314117000
2022-09-12,159.589996,164.259995,148.369995,150.699997,149.423477,568337900
2022-09-19,149.309998,158.740005,148.559998,150.429993,149.155762,473543200
2022-09-26,149.660004,154.720001,138.000000,138.199997,137.029343,577537000
2022-10-03,138.210007,147.539993,137.690002,140.089996,138.903366,435940600
2022-10-10,140.419998,144.520004,134.369995,138.380005,137.207855,424188400
2022-10-17,141.070007,147.850006,140.270004,147.270004,146.022522,397216400
2022-10-24,147.190002,157.500000,144.130005,155.740005,154.420792,512851100
2022-10-31,153.160004,155.449997,134.380005,138.380005,137.207855,510660400
2022-11-07,137.110001,150.009995,134.589996,149.699997,148.678192,461034600
2022-11-14,148.970001,153.589996,146.149994,151.289993,150.257324,382679700
2022-11-21,150.160004,151.830002,146.929993,148.110001,147.099045,204025500
2022-11-28,145.139999,149.130005,140.350006,147.809998,146.801086,401088500
2022-12-05,147.770004,150.919998,140.000000,142.160004,141.189651,341500000
2022-12-12,142.699997,149.970001,133.729996,134.509995,133.591873,505728900
2022-12-19,135.110001,136.809998,129.639999,131.860001,130.959961,384620400
2022-12-26,131.380005,131.410004,125.870003,129.929993,129.043121,307184100
2023-01-02,130.279999,130.899994,124.169998,129.619995,128.735214,369948500
2023-01-09,130.470001,134.919998,128.119995,134.759995,133.840164,333335200
2023-01-16,134.830002,138.610001,133.770004,137.869995,136.928925,271823400
2023-01-23,138.119995,147.229996,137.899994,145.929993,144.933914,338655600
2023-01-30,144.960007,157.380005,141.320007,154.500000,153.445419,480249700
2023-02-06,152.570007,155.229996,149.220001,151.009995,149.979248,330758800
2023-02-13,150.949997,156.330002,150.850006,152.550003,151.740067,316792400
2023-02-20,150.199997,151.300003,145.720001,146.710007,145.931076,213742300
2023-02-27,147.710007,151.110001,143.899994,151.029999,150.228134,273994900
2023-03-06,153.789993,156.300003,147.610001,148.500000,147.711563,313350800
2023-03-13,147.809998,156.740005,147.699997,155.000000,154.177063,410426600
2023-03-20,155.070007,162.139999,154.149994,160.250000,159.399185,350100100
2023-03-27,159.940002,165.000000,155.979996,164.899994,164.024475,267939700
2023-04-03,164.270004,166.839996,161.800003,164.660004,163.785767,200156300
2023-04-10,161.419998,166.320007,159.779999,165.210007,164.332855,263326300
2023-04-17,165.089996,168.160004,164.029999,165.020004,164.143860,249953100
2023-04-24,165.000000,169.850006,162.800003,169.679993,168.779099,256274000
2023-05-01,169.279999,174.300003,164.309998,173.570007,172.648483,360586400
2023-05-08,172.479996,174.589996,171.000000,172.570007,171.653778,250026700
2023-05-15,173.160004,176.389999,170.419998,175.160004,174.471024,258597700
2023-05-22,173.979996,175.770004,170.520004,175.429993,174.739929,250355000
2023-05-29,176.960007,181.779999,176.570007,180.949997,180.238220,286437400
2023-06-05,182.630005,184.949997,177.320007,180.960007,180.248184,347825100
2023-06-12,181.270004,186.990005,180.970001,184.919998,184.192612,333335700
2023-06-19,184.410004,187.559998,182.589996,186.679993,185.945679,203639400
2023-06-26,186.830002,194.479996,185.229996,193.970001,193.207031,281453200
2023-07-03,193.779999,193.880005,189.199997,190.679993,189.929947,170250800
2023-07-10,189.259995,191.699997,186.600006,190.690002,189.939926,250226700
2023-07-17,191.899994,198.229996,191.229996,191.940002,191.184998,310880300
2023-07-24,193.410004,197.199997,192.250000,195.830002,195.059708,225884500
2023-07-31,196.059998,196.729996,181.919998,181.990005,181.274155,301423400
2023-08-07,182.130005,183.130005,176.550003,177.789993,177.090668,332452600
2023-08-14,177.970001,179.690002,171.960007,174.490005,174.038345,261440200
2023-08-21,175.070007,181.550003,173.740005,178.610001,178.147675,247514300
2023-08-28,180.089996,189.919998,178.550003,189.460007,188.969604,264165600
2023-09-04,188.279999,189.979996,173.539993,178.179993,177.718781,305075900
2023-09-11,180.070007,180.300003,173.580002,175.009995,174.556976,403692100
2023-09-18,176.479996,179.699997,173.860001,174.789993,174.337555,297294000
2023-09-25,174.199997,176.970001,167.619995,171.210007,170.766830,285792000
2023-10-02,171.220001,177.990005,170.820007,177.490005,177.030594,260531400
2023-10-09,176.809998,182.339996,175.800003,178.850006,178.387054,241810100
2023-10-16,176.750000,179.080002,172.639999,172.880005,172.432510,288323000
2023-10-23,170.910004,174.009995,165.669998,168.220001,167.784576,286078100
2023-10-30,169.020004,177.779999,167.899994,176.649994,176.192749,310010400
2023-11-06,176.380005,186.570007,176.210007,186.399994,185.917496,303608500
2023-11-13,185.820007,190.960007,184.210007,189.690002,189.448257,262862000
2023-11-20,189.889999,192.929993,189.250000,189.970001,189.727905,148305600
2023-11-27,189.919998,192.089996,188.190002,191.240005,190.996292,216455900
2023-12-04,189.979996,195.990005,187.449997,195.710007,195.460587,251962600
2023-12-11,193.110001,199.619995,191.419998,197.570007,197.318222,379133100
2023-12-18,196.089996,197.679993,192.970001,193.600006,193.353287,232314100
2023-12-25,193.610001,194.660004,191.089996,192.529999,192.284637,153685700
2024-01-01,187.149994,188.440002,180.169998,181.179993,180.949097,275190100
2024-01-08,182.089996,187.050003,181.500000,185.919998,185.683060,238352300
2024-01-15,182.160004,191.949997,180.300003,191.559998,191.315872,259667200
2024-01-22,192.300003,196.380005,191.940002,192.419998,192.174774,255536900
2024-01-29,192.009995,192.199997,179.250000,185.850006,185.613159,325876200
2024-02-05,188.149994,191.050003,185.839996,188.850006,188.609329,252715800
2024-02-12,188.419998,188.669998,181.350006,182.309998,182.309998,268077800
2024-02-19,181.789993,185.039993,180.000000,182.520004,182.520004,192607200
2024-02-26,182.240005,183.919998,177.380005,179.660004,179.660004,354310800
2024-03-04,176.149994,176.899994,168.490005,170.729996,170.729996,393109900
2024-03-11,172.940002,174.380005,170.289993,172.619995,172.619995,367031800
2024-03-18,175.570007,178.669998,170.059998,172.279999,172.279999,361530400
2024-03-25,170.570007,173.600006,169.449997,171.479996,171.479996,237622700
2024-04-01,171.190002,171.250000,168.229996,168.839996,168.839996,95498800
